store_app_id,body,version,date
324715238,"Want to help us develop new features &amp; squash bugs? Sign up to receive beta releases:. <a href""http://tflig.ht/1dhqz8j"">http://tflig.ht/1dhqz8j</a>.      . This release includes the following:. Fix for search crashes and other lockups.. You can now clear all Recent and Saved Pages entries. Tap their trash icon.. Much faster page loading  searching and table of contents display.. iOS 8 fixes.. Save page icon (heart) moved to bottom menu. Tap it to save a page  long press it for quick saved pages access.. Nearby! Tap on the ""W"" icon and you should see the new ""Nearby"" option. Tap nearby items to read their article  or.long press to open in Maps app. Note: integrated maps will come at a later date.. Tapping reference links ( i.e. ""[1]"" ) now shows a reference panel so you don't lose your place.. Better accessibility support for Voice Over.. Fix for slight delay when scrolling begins when dragging vertically.. Fix for pull to refresh sometimes not working.. Better table of contents swipe detection.. Smoother table of contents animation.. Fix for table of contents causing article to jump around erratically when selecting a section near the bottom of an.article.. If menu chrome is hidden  article text no longer shifts down when top menu chrome is revealed again (on whitespace.tap or link tap).. Localization updates.",4.0.2,9/15/2014
324715238,Support for iPhone 6 and 6 Plus. Scrolling and Table of Contents fixes.,4.0.3,9/27/2014
324715238,"Do you have questions about why certain features work the way they do? . Are there features we haven't implemented yet which are important to you? (Remember this is a from scratch.re write!). Would you like to be part of the development conversation?. If you said ""Yes!"" to any of these questions  please join our beta program! Your input really matters to us and this.is the best  most direct way for you to help!. Sign up to receive beta builds here:.      . Lots of fixes in this release:.  Fix for share button on iPad causing a crash..  Fix for occasional empty boxes appearing near top of articles..  Fix for occasional crash when clearing saved pages..  Fixed capitalization and presentation of article titles which  in rare cases  displayed incorrectly..  Added an article loading indicator. Will be tweaking the style of the indicator further in near future..  Fix for ""last edited"" times being off by 7 hours..  Long press back or forward buttons brings up history. (For consistency with the save icon long press which bring up.Saved Pages list).  Prevent jitter when loading article lead sections on slow connections..  Changed the ""W"" menu ""..."" button to say ""More..."".  Scaled interface elements up on tablets. Article scaling remains the same (for now!)..  Translation updates for many languages..  Various stability fixes..   May have to log in again after this upgrade due to a change in keychain access rights.",4.0.4,10/19/2014
324715238,"Note we're migrating to the new TestFlight system on iOS 8  but for now continue to sign up through the old system.and we'll add people from there..     . Fixes in 4.0.5:. * Rewrote networking code for better stability. Should fix lots of little freeze and crash bugs!. * Replaced ""Credits"" with a new ""About the Wikipedia app"" page.. * Localization updates.",4.0.5,11/3/2014
324715238,"Fix for the total lockup crash sometimes seen when displaying certain massive articles on older versions of iOS /.older hardware. . Fix for crash when closing recent/saved during edit mode.. New ""recent search terms"" interface   appears when you clear search term. Individual items may be swiped to delete .or all items cleared by tapping trash can icon.. Search keyboard ""Go"" button loads first article in the search results.. Search keyboard appears when search box ""x"" button tapped.. Search shows new results without ""blanking"" previous results. Much less jarring visually.. Better ""W"" menu inter item spacing on 3.5 inch screens.. Update search box styling to look same on iOS 6  7 and 8. It was looking funky on iOS 6.. Increased search result and recent item row height a bit.. Nearby vertically aligns image better with title/distance.. Page history cells now resize properly on iOS 8.. Better scaling of nearby results on tablets.. Fixed scale of ""Searching..."" message on tablets.. Faster and more consistent dynamic table cell height determination on search results  page history  recent  saved.pages  nearby and ""W"" menu items.. Updated networking library to latest version.. Updated the ""About the Wikipedia app"" page to credit The Specialists Guild testers and fix the feedback link.. Translation updates.",4.0.6,12/5/2014
324715238,"* Enhanced sharing! Tap the Share button  or highlight an interesting fact from an article and tap ""Share"" to.create an image which can be shared to social networks and other platforms. * Search improvements: search now.supports fulltext lookup and results now also have quick descriptions below them when available. * Lead images:.experience Wikipedia like never before with a prominent  contextually relevant image and description at the top of.articles. * Image gallery: tap on images to view them full screen. Swipe left or right to browse other images within.the article. * Read more: suggestions for further reading at the bottom of articles",4.1.0,4/15/2015
324715238,Bugfix for data migration crashes,4.1.2,4/19/2015
324715238,"Hi all! . First  thanks to everyone for all of your feedback and comments. We have been working hard to fix bugs and your.feedback has been extremely helpful to us. Please continue to leave reviews   we are reading them!. Second  we started an FAQ for our app here: <a href""https://www.mediawiki.org/wiki/Wikimedia_Apps/FAQ"">https://www.mediawiki.org/wiki/Wikimedia_Apps/FAQ</a>. Check it.out if you have questions.. Third  as you may of noticed  we are also releasing more frequent updates. We want to make sure we get fixes out to.everyone as fast as possible. Reading your reviews doesn&#8217;t do us much good if we don&#8217;t ship our fixes!. Whew! With that out of the way  here is what&#8217;s in the latest release. (Hint: Bug fixes!). * Faster page rendering! . * Re added a &#8221;delete all"" button saved pages. * New buttons to see ""similar pages"" and ""page issues"" in an article. * Fix to properly display Latin titles. I&#8217;m looking at you  Lichtheimia corymbifera!. * Added more informative descriptions to the saved pages list. * New translations   Thanks to everyone who contributed  we are truly grateful! This app wouldn&#8217;t be possible without.your contributions. (If you would like to help translate our app  please check out this link to find out more: <a href""https://translatewiki.net/wiki/Translating"">https://translatewiki.net/wiki/Translating</a>:WikimediaMobile). * Many fixes to make info boxes and tables work more reliably. * Various fixes to improve overall article viewing and loading. * Fix for images not displaying properly in lists. * Fix for a crash when viewing an image gallery. * Several fixes for crashes that occur during data migration. * Numerous other crash fixes. Once again  thanks to all of you for using the Wikipedia iOS app and helping us make it better..   The Wikimedia Reading Team",4.1.3,5/13/2015
324715238,Hello everyone . We have a fresh release with both visual and &#8220;under the hood&#8221; improvements. We hope you like it! As always  you can.let us know what you think by leaving a review.. * New App Icon!. * Improved the look of articles by display larger images. . * Removed the progress spinner when loading pages. Instead we now use a less distracting and more informative.progress bar.. * Improved text selection for sharing a fact.. * Improved scrolling performance of the Saved pages list.. * Fixed a bug which caused lead images to be blurry.. * Several fixes to improve the reliability of the history and back button navigation.. * Fixed bug which caused the Hebrew main page to be &#8220;collapsed&#8221;.. * Improved performance when migrating a large amount of saved articles.. * Fixed crash bug when migrating a large amount of saved articles.. * Several visual bug fixes on the article view.. * Fixed a crash when removing items from history.. * More crash fixes!.,4.1.4,6/2/2015
324715238,Before we get to what&#8217;s new  we have some important information for iOS 6 users: This is our last planned release.which will support iOS 6.. For users who have iOS 6 devices  you can continue use the app for the foreseeable future  but will no longer receive.app updates after 4.1.5. You will also be able to re install 4.1.5 on any of your iOS 6 devices  even if you delete.it.. For users with newer devices  you will be unaffected by this change  except that we have some exciting updates in the.pipeline that were only possible after dropping support for iOS 6.. Now for what&#8217;s new:. * Lead images now load faster and fade in smoothly. * Switch article languages quicker with the new button in the.toolbar. * More article layout improvements. * More reliable loading of articles from the cache. * Added a.link to the FAQ in Settings &gt; More. * New translations (Thanks to all our translators!). * Fix crash on.startup for some device languages (Like Norwegian). * Several other crash fixes.,4.1.5,6/24/2015
324715238,Just a quick release to squash some more bugs!. Release notes:. * Small visual enhancements.  Let us know if you have any issues! Thanks for using the Wikipedia iOS App!.   The Wikimedia Reading Team,4.1.6,7/8/2015
324715238,Hey everyone! We have a small update for you. It&#8217;s just some minor fixes  but we hope they make the app better for.everyone while we work on some bigger changes.. Release notes:.  Fix several crashes.  Localization updates. Before we go  we want to tell you that we've been busy working another&#8212;more exciting&#8212;update  and can't wait to share.it with all of you! We're so excited  in fact  that we'd be really happy to have you as beta testers! As a beta tester.you can:.   Get pre release versions of the app before they hit the App Store.  Help us shape the Wikipedia app to better.serve you  the user  by providing crucial feedback.  Have the love and appreciation of all the people working on.the app. If you're interested in helping us with the next (and future) updates  send an email to.mobile ios wikipediawikimedia.org and ask for a beta testing invite. When we publish the beta in a few weeks  you will.receive an email with instructions on how to download the current beta  and once you get set up  you&#8217;ll be notified.every time we upload a new beta.. Hope to hear from you soon  and thanks again for using the Wikipedia iOS App!.,4.1.7,8/3/2015
324715238,Everything!. Wikipedia Mobile 5.0 is an all new version of the official Wikipedia app for iOS with simpler navigation  updated.design  new touch friendly ways to discover content  and more. . Here are a few highlights: . *Explore feed   Content tailored to your interests  surroundings  and featured articles and images. Including:..  Featured article of the day.   Top read articles.   Picture of the day.   Random articles.  .Nearby articles .   Recommended articles based on what you&#8217;ve read. *Simplified navigation   tap  swipe  and touch to easily move from article to article  save articles for later.reading  and never lose your place   now including support for 3D touch gestures.. *Improved search   Find an article in any Wikipedia supported language. The app now supports emoji search and.Spotlight search for saved articles.,5,3/10/2016
324715238,Fixes to bugs and issues  including:.   Sharing now works on all articles.   Many additional.localizations and expanded translations.   Prevent crashes when switching back and forth into the app.  .Improved loading times and less bandwidth usage on the Explore feed.   Better filters of Special pages on Top Read.for non English Wikis,5.0.1,3/22/2016
324715238,Did you notice that you can choose to have links to Wikipedia open in our great new app? Have you noticed this can.sometimes cause your device to lag a bit or crash the app? Well so did we and so did Apple  so we worked together to fix.it. Much smoother link launches now  especially for iOS 9.3 users. Happy linking!. And for all our readers not living in an English speaking country  or if you might be bi lingual  we've also made.additional improvements with translations and localizations of the app. Detta tycker vi &#228;r underbart!,5.0.2,3/29/2016
324715238,Want to change the text size of articles? Now you can!. In addition to control over article text size  we've fixed bugs with pages not updating (especially Main Page)  and.reduced crashes.. Other improvements with this release:.   Easily add  reorder and delete your languages (Go to Settings&gt;My.Languages).   Swipe up to dismiss images.   Split view multi tasking support on large screens.   Easier.swipe from the edge to show an article's Table of Contents.   Added support for Myanmar (my) and Khmer (km).Wikipedias!,5.0.3,5/3/2016
324715238,This is a quick fix release to resolve problems with loading the Explore screen  and other improvements to app.stability.. Other recent improvements:.   Control the text size of articles.,5.0.4,5/9/2016
358931291,bug fixes,1.1,5/17/2010
358931291,  iOS4.  iAds,1.2,7/12/2010
358931291,,1.3,7/17/2010
358931291,  improve iAd.  bug fixes,1.4,7/27/2010
358931291,  email wallpaper.  minor changes,1.5,8/5/2010
358931291,  add HD wallpapers.  more SD wallpapers,1.6,9/14/2010
358931291,  new icon.  minor bug fix,1.7,10/17/2010
358931291,  minor bug fixes.  more wallpapers,1.8,11/4/2010
358931291,  minor bug fixes,1.9,11/25/2010
358931291,  minor bug fix,1.91,12/17/2010
358931291,  new admob lib,1.92,1/21/2011
358931291,,1.93,3/13/2011
358931291,  HD button images,1.94,4/6/2011
358931291,,1.95,5/6/2011
358931291,,1.96,7/28/2011
358931291,  fix bugs for ios5,1.97,10/20/2011
358931291,,1.98,12/4/2011
358931291,  bug fixes.  new icon,1.99,2/28/2012
358931291,  new design,2,4/18/2012
358931291,,2.1,6/1/2012
358931291,,2.11,6/19/2012
358931291,  new design.  add wallpapers for iPhone 5,2.2,11/30/2012
358931291,optimize for iOS 7,2.3,10/1/2013
358931291,,2.4,12/3/2013
358931291,support iPhone 6/Plus,3,9/15/2015
632344648,Bug fixes,1.0.1,5/21/2013
632344648,Bugs fixes.Localization fixes,1.1,6/22/2013
632344648,Bug Fix,1.1.2,6/28/2013
632344648,Bug fixes.Support latest iOS,1.2,9/16/2013
632344648,"&#9679;	Alarm feature.&#9679;	Expanded EQ settings.&#9679;	Updated design",2,11/14/2013
632344648,,2.1,11/20/2013
632344648,&#8226;Alarm feature.&#8226;Expanded EQ settings.&#8226;Updated design,2.2,11/21/2013
632344648,,2.3,1/17/2014
632344648,,2.4,1/29/2014
632344648,,2.5,4/2/2014
632344648,Updated Privacy Policy..Bug Fixes..,2.6,6/7/2014
632344648,Customizable EQ Settings  [NEW].Use the new 5 band custom equalizer to tweak the mids  highs and lows so that.they're just right for you favorite playlists  songs and genres.. 32 Step Volume Control [NEW].Enjoy the control to get the volume just right for any song or environment.. Double Up Volume Sync [NEW].We've improved the volume controls in Double Up so that when you adjust the volume.from either speaker  both speakers will adjust in unison.,2.7,8/26/2014
632344648,  New app design: Makes it even easier to find what you need and start experiencing your music..   Remote Control: Use the app as a remote control to power on and off your UE BOOM from afar..   Wireless Speaker Updates: Wirelessly update the software on your UE BOOM to get all the latest ear blowing.features.,3,2/2/2015
632344648,,3.0.1,6/16/2015
632344648,,3.0.2,7/16/2015
632344648,Exclusive Features for UE BOOM 2.  Gesture Control   UE BOOM 2 lets you control the party like never before.with tap controls. Tap to play. Tap Tap to skip.,4.0.0,9/15/2015
632344648,  Support for iOS 9.  Support for iPod 6th Gen.  Tap Controls exclusively for UE Boom 2.,4.1.0,9/24/2015
632344648,  Block Party   Who can really rock a party? Find out by starting a Block Party! Invite your friends to play DJ.through your UE BOOM 2. Play loud  play nice and don't forget to take turns!.  Tap Controls exclusively for UE BOOM.2.   Tap Tap to skip.. .Support for iOS 9.  Support for iPod 6th Generation,4.2,10/20/2015
632344648,  Block Party enhancements.  Bug Fixes,4.3,12/4/2015
632344648,,4.4,1/19/2016
632344648,,4.5,4/19/2016
467192391,Single Resource Login.Bug Fixes,0.7.0,10/13/2011
467192391,&#183;        Enhanced Problem Reporting. &#183;        New App Icon. &#183;        Bug Fixes,0.8.0,10/21/2011
467192391,Bug Fixes,1.0.0,11/7/2011
467192391,fix bugs.SDK5.1 upgrade,1.0.1,6/10/2012
467192391,  Multiple Resource Login.  Single Sign On WebEx Meeting Site Support.  Bug fixes and stability.improvements.,1.0.2,9/14/2012
467192391,   iOS6 Support,1.0.3,10/9/2012
467192391," 	Single Sign On Improvement. 	Bug Fixes.",1.0.4,11/8/2012
467192391,&#183;       Cisco Jabber IM for iPhone has been rebranded to Cisco Jabber for iPhone.&#183;       Cisco Jabber for.iPhone Release 9.5 provides instant messaging and presence  and also introduces audio and video calling  voicemail  and.conference escalations in a single client. Cisco Jabber IM for iPhone users will receive a notice to upgrade to Cisco.Jabber for iPhone Release 9.5  and can use this new version for their chat needs.,9.5,10/17/2013
467192391, Cisco Jabber is now a universal app for iPhone and iPad. NOTE: Prior to migrating from Jabber Voice for iPhone.or Jabber Video for iPad  check with your administrator to ensure that your infrastructure configuration is supported by.Jabber for iPhone and iPad 9.6. Also  when migrating make sure to REMOVE the Jabber Voice or Jabber Video app to avoid.conflicts with your Jabber accounts.. URI dialing is now supported in addition to dialing with Directory.Numbers.. Secure voice (SRTP/TLS) allows users to make encrypted calls.. Service Discovery with optional URL.provisioning provides improvements for initial configuration of Cisco Jabber.. User experience improvements.. Bug fixes and stability improvements.,9.6,1/15/2014
467192391, UI changes to iOS 7 look and feel.. Secure mobile and remote access with Cisco Expressway for Mobile and.Remote Access firewall traversal technology  which enables users to easily access their Jabber collaboration services.outside the corporate network  securing only the Jabber traffic. . Support AnyConnect VPN Split tunneling.. Bug fixes and stability improvements.,9.6.1,4/2/2014
467192391, Bug fixes and stability improvements.,9.6.2,5/27/2014
467192391,  Security improvement through updating SSL library.  Admin is able to disable Google Analytics.  Bug.fixes and stability improvements,9.6.3,8/8/2014
467192391,  SAML Single Sign On (SSO) .  Phone only mode.  Hold/resume active calls on a shared line. .Ability to receive hunt group calls.  Active Directory Lightweight Directory Service integration.  Ability to.reset Cisco Jabber.  HD video is available on iPhone 5s  iPad air and iPad mini with Retina display.  User.experience enhancement.  Stability improvements,10.5.0,8/23/2014
467192391,  Display &#8220;In a meeting  on a call&#8221; presence.  Ability to switch on/off the notification for phone service.disconnect.  User experience improvement.  iOS8 support.  Stability improvement,10.5.1,10/4/2014
467192391,  Support Multiple Resource Login (MRL) with Advanced Encryption Standard (AES).  Stability.Improvements,10.5.2,11/24/2014
467192391, Release 10.6 drops support for iOS 7; users with iOS 7 will not be able to upgrade to this release. Remote.and Mobile Access deployments with Single Sign On. Multiple Presence Domains. Send &amp; receive files  photos.&amp; video. Receive the BFCP Sharing. Call Park. Audio / video statistics. SRST failover. Edit.avatar (WebEx Messenger Only). URI Cross launching Improvement. Answer/decline a call from lock screen without.having to enter the passcode/PIN. Expanded Device Support. User experience enhancement. Stability.improvements,10.6,1/30/2015
467192391,,10.6.1,3/18/2015
467192391,Stability and security improvements,10.6.2,5/5/2015
467192391,  Stability improvements,10.6.3,5/25/2015
467192391, Far End Camera Control. Collaboration Meeting Room/WebEx Personal Room Conferencing. Opus and G.722.Codec Support. Enterprise Groups (CUCM IM/P). Initiate Group Chat. Publish Location Information. Add/Remove Contact Group. Pre configuration Support with Apple Managed App Configuration. Security.Enhancements. User Experience Enhancements. Stability Improvements. Refer to Release notes for more.details,11,7/2/2015
467192391,,11.0.1,7/14/2015
467192391,,11.0.2,8/15/2015
467192391,,11.0.3,9/11/2015
467192391, Support for iOS 9. Jabber to Jabber calling. Ability to  customize the ringtone for a call. Ability to silence message notifications when in an active call. Ability to edit the inputted number in.keypad. Expanded emoticon support. User Experience Enhancements. Stability Improvements,11.1,9/24/2015
467192391,  Dial via Office   Reverse is supported over Mobile and Remote Access..  Stability Improvements,11.1.1,11/4/2015
467192391,  New App on Apple Watch  with this App you can:. * Check new chat messages . * Reply a chat with Siri .emoticons  and pre defined messages..* Answer/Decline/End a call. * Mute/Unmute a call. * Check recent.calls. * Call back from resents . * Change your presence.  Send broadcast IM to multiple contacts. .Multiple Device Messaging (carbon copy to all connected Jabber clients) for cloud deployment.  Select speaker as.default audio output device Security enhancements.  Stability improvements.  Refer to Release notes for more.details,11.5.0,12/22/2015
467192391,            Security enhancements.            Stability improvements,11.5.1,2/23/2016
467192391,,11.5.2,3/22/2016
467192391,,11.5.3,4/1/2016
467192391,  3D Touch support on home screen and chat list.  Enhancements on Apple Watch. * Answer or decline a.second incoming call. * Resume a call on hold. * Delete chat messages.  Users can disable speaker for.voice message.  Round avatar and presence icon .  Administrator can configure to make a call when a user taps.on a contact.  IPv6 support.  Stability Improvements,11.6,5/4/2016
467192391,,11.6.1,5/8/2016
283179414,  Added worrybacks to Klondike..  Fixed Demon to show correct foundation space hints when returning to a.previously started game..  Made Solebon better able to recover if the device crashes.,1.0.1,7/29/2008
283179414,  Added 5 games: Baker's Game  Blind Alleys  Doublets  Fourteen Out  Honeybees..  Added stats reset.. .Added average score stat..  Made cards even larger..  Changed Demon to allow breaking tableau columns.,1.1,8/19/2008
283179414,  Added 5 games: Ambrose  Creepy Crawly  Four Seasons  Penguin  Russian Revolver..  Clarified the card.selection rules for Baker's Game  Free Cell and Eight Off..  Fixed an error where Demon could not autoplay aces..  Fixed an error in Doublets that allowed single cards to be discarded..  Fixed other rarely encountered.errors.,1.2,9/9/2008
283179414,  Fixed a redeal error in Russian Revolver..  Fixed the tableau placeholder image in Demon.,1.2.1,9/22/2008
283179414,  Added 5 games: Askew  Fanny  Provisional  Spiderling 2 Suits  Triple Mulligan.  Added preferences:.Background Color  Card Back Color  Reverse Layout  Disable Undo  Show Timer  Show Moves  Show Score  Show Stock.Count..  Added game list editing..  Improved game list scrolling..  Changed game timer to pause when.device sleeps..  Improved card animations for several games..  Bug fixes.,2,1/15/2009
283179414,2.0.    Fixed an error in the Restart dialog..  Fixed an error where Free Cell  Baker's Game  or Eight Off card.animations could rebuild incorrectly..,2.0.1,1/17/2009
283179414,  Added game Agnes Sorel..  Added easy variants for Baker's Game  Eight Off  Free Cell and Pyramid.. .Added random game selection..  Added preferences to turn off popup messages for Baker's Game and Free Cell.. .Added preferences to turn off card unstacking animations for Baker's Game  Eight Off and Free Cell..  Fixed an.error in Provisional that allowed reserve cards to be moved incorrectly to the golf hole..  Increased space between.cards and title bar in some game layouts.,2.1,3/23/2009
283179414,"  Added high resolution graphics for iPhone 4..  Added Card Speed preference..  Added worrybacks to Free.Cell and Free Cell Easy..  Changed the shuffle's random number generator..  Lightened the ""You Won! "".background so bottom stats can still be seen..  Fixed an error with the Random Game selection that could choose.games that were turned off in the games list..  Fixed a rare scoring error in Scorpion..  Fixed an error with.labeling foundations in Agnes Sorel..  Changed Agnes Sorel to break a card chain if a base foundation rank is in.the chain.",2.2,7/8/2010
283179414,  Added 2 games: Fanny Easy  Spiderling 4 Suits..  Games in progress are now maintained if app is terminated.from the multitasking bar..  Minor text changes in rules.,2.3,3/1/2011
283179414,Now supports the larger iPhone 5 screen.,2.4,10/14/2012
283179414,Added 8 games: Busy Aces  Easthaven  Pas Seul  Single Rail  Thumb and Pouch  Vertical  Whitehead  Will o'.Wisp.,2.5,4/19/2013
283179414,Version 2.5.1:.  Fixed an error in Busy Aces that prevented foundation building..,2.5.1,5/1/2013
283179414,  Added sound effects..  Reintroduced icon labels for iOS7 users..  Updated status and nav bar.graphics..  Fixed stats transfer feature..  Bug fixes.,3,3/27/2014
283179414,  Added one touch &#8220;Tap to Play&#8221; for Klondike games (turn on/off in Settings)..  Sound muting now disables.Bluetooth audio when mute is activated at the launch of the app..  Bug fixes.,3.1,4/12/2014
283179414,  Now a UNIVERSAL build with the release of iPad!.  Landscape play enabled for all iPhone and iPad games..  Tap to play enabled on the most popular games..  Enhanced graphics..  Performance improvements.,4,7/7/2014
283179414,  Corrected reverse layout card display issues in Demon..  Reverted card flipping animation to prior.version..  Added on/off setting for animated card deals into tableau..  Added drag and drop to Aces Up.. .Minor performance improvements.,4.1,7/10/2014
283179414,  Corrected stats reporting issues experienced by some players..  Adjusted drag &amp; drop card play.sensitivity. .  Squashed bugs in Klondike 1  Klondike 3  Demon  Yukon and Agnes Sorel..  Repaired game list.editing function for iPhone users..  More performance improvements.,4.2,7/25/2014
283179414,  Added Game Center Leaderboards..  Added &#8220;Favorite Games&#8221; feature..  Added redeal counter for Russian.Revolver..  Upgraded compatibility for iOS8..  Bug fixes and performance improvements.,5,9/22/2014
283179414,  Added Game Center Leaderboards for Demon and Yukon..  Extended Leaderboard reporting beyond the top 25..  Minor bug fixes and performance improvements.,5.1,10/10/2014
283179414,  Added Game Center Leaderboards for Baker's Game and Baker's Game Easy..  Minor bug fixes and performance.improvements.,5.2,10/20/2014
283179414,  Fixed card sizes for iPhone 6 and iPhone 6  users.  Other bug fixes and performance improvements,5.3,10/24/2014
283179414,  Added Pinch to Zoom gameplay..  Added tap to play for Russian Revolver..  Added Leaderboards for Golf .Lady of the Manor  Russian Revolver and Spiderette..  Bug fixes and performance improvements.,5.4,11/19/2014
283179414,  Added tap to play for Demon  Free Cell and Free Cell Easy..  Modified some drag and drop controls.. .Minor bug fixes and performance improvements.,5.4.1,12/15/2014
283179414,  Upgraded to 64 bit architecture as required by Apple..  Removed Leaderboard icon from games where.Leaderboards are not yet supported..  Bug fixes in Russian Revolver card dragging..  Bug fixes in Favorite.games switch..  Performance improvements.,5.5,1/19/2015
283179414,  Bug fixes.  Performance improvements,5.5.1,1/22/2015
283179414,  NEW! Every deal is now a winning deal across all 50 games..  NEW! Celebrate victories with custom.animations..  NEW! Winning Stats screen highlights personal bests..  NEW! Choose from multiple card.styles..  NEW! Added Leaderboards for Agnes Sorel  Free Cell  Free Cell Easy  La Belle Lucie and Scorpion.. .Performance improvements..  Bug fixes,6.0.1,5/21/2015
283179414,  Removed delay on card flip animation..  Fixed double tap card play on Free Cell..  Added option in.settings to swap Undo and Rules buttons..  Minor bug fixes and performance improvements.,6.1,6/3/2015
283179414,  Modified animation sequencing to speed up play..  Added tap to play for Baker&#8217;s Game and Baker&#8217;s Game.Easy..  Bug fixes and performance improvements.,6.2,6/24/2015
283179414,Play and compete with friends via Match Play..  Added fast tap play to stock pile..  Moved the.Leaderboard button to within Stats..  Modified New and Restart confirmation popups..  Updated for iOS9 and.iPhone 6S/6S ..  Performance improvements and bug fixes.,7,10/26/2015
283179414,,7.1,11/5/2015
283179414,Replay the last game won..  NEW! Fully optimized for iPad Pro..  NEW! Setting to hide the.Winning Deal indicator..  Scorpion: Added tap to play  squashed bugs..  Provisional: Enabled drag to reserve.in all situations..  FreeCell: Modified spacing  added tap to reserve option.,7.2,2/16/2016
284819997,In app mail.Bug fixes.New IGN branding,1.2.2,12/8/2009
284819997,* Added Daily Fix Videos. * Added IGN_Strategize Videos. * Added News . * Restructured layout and.changed look. * Bug fixes,1.3,2/15/2010
284819997,iPad ready!. Added the game help section now with cheats  guides  walkthroughs  and IGN_Strategize.. Updated review details page UI.. Many bug fixes and performance enhancements.,1.4,6/9/2010
284819997,Compatible with iOS4..Additional news stories..Various bug fixes.,1.4.1,6/30/2010
284819997,New Features:.    Full autorotation support on iPhone and iPad.   Search feature optimized for quicker searches and more.responsive UI.   Added coverage for: iPad  Android  Nintendo DSi  Arcade  and Mac content. Bugs Fixed:.    Many crashes fixed (most notably the one that rendered the app un relaunchable).   Several crashes specific.to iOS 4 fixed.   Slow search backend now responsive and does not hang UI.   Feedback now working properly on.iPad.   Article indexing mismatch issue resolved.   Html entities embedded in some content now rendered.properly.   Persistence inconsistencies/mismatches resolved. Known Issues:.    iPad still occasionally renders incorrectly when rotating device.   Article scrubbing temporarily removed. .Will be back soon.   Some content seen on website still not showing up in app.   Minimum iOS version.temporarily raised from 3.1.2 to 3.2,1.4.2,8/30/2010
284819997,  Fixed bugs that was limiting the ability to read content properly.  Fixed issues that make the app perform.much faster than before.  You can now find the news or stories you are looking for with just a few taps.  You.can filter news  upcoming information  game help and reviews by the channels you care about (like XBox 360  PS3  Wii .Mobile etc. ).  All IGN Videos are available  including the Daily Fix  Game Trailers  Game Reviews and other,2.0.0,7/20/2011
284819997,"Added landscape mode to iPhones and iPads..""Content too big"" messages fixed with links to articles..Added the ability to share content to Facebook and Twitter..iPhone 3G now plays video..App now includes an.email feedback button.",2.1.0,8/29/2011
284819997,  iOS 5.0 support..  Added option to upgrade app to remove ads for $0.99..  Added content pagination for.long articles..  Fixed bug where game ratings were displayed on unreleased titles.,2.1.2,10/17/2011
284819997,  Switched to new video services. Older versions of the app will no longer receive new video content posted after.November 27  2011. Please upgrade app to 2.1.3 to get new videos!.  Caching fixes..,2.1.3,12/6/2011
284819997,Added a button for users to restore their in app purchase on new devices.,2.1.4,1/28/2012
284819997,ATTENTION: UK/Ireland/Australia users. We're currently fixing a bug with our app that would send you to a web.browser. We should have it resolved this week  and our app will be available for download in those regions. Please email.iphonesupportign.com if you have any questions. Thank you for your patience. .   Podcasts added.  Can view comments on articles,3.0.0,4/2/2012
284819997,  Bugfix for international locales: UK  AU  IE keep users within app .  Sharing options updated.  Search.fixes coming soon,3.0.1,4/10/2012
284819997,"Many bug fixes and UI improvements:. Article commenting fixed. Enabled scroll to top  added IGN ""Home"".button. Search UI improvements. Refresh content on reopen from background. Internet Connection warning.bug fixed. Content display fixes. Many more small tweaks &amp; fixes",3.1.0,5/9/2012
